2025-12-05 16:57:13,715 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:166] - INFO: 
Model training started for property: Density
2025-12-05 16:57:13,715 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:78] - INFO: 
+------------+--------------+
| Parameter  | Value        |
+------------+--------------+
| cuda       | 3            |
+------------+--------------+
| datadir    | data         |
+------------+--------------+
| epoch      | 1000         |
+------------+--------------+
| seed       | [42]         |
+------------+--------------+
| channels   | 64           |
+------------+--------------+
| pretrain   | 0            |
+------------+--------------+
| batch_size | 32           |
+------------+--------------+
| net_lr     | 0.001        |
+------------+--------------+
2025-12-05 16:57:13,716 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:171] - INFO: --- Starting training for Density with seed 42 ---
2025-12-05 16:57:13,807 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [1/1000] Train_MSE: 0.539624 Val_MSE: 0.546179 | Loss: 0.391000
2025-12-05 16:57:13,809 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 1 with val_mse 0.546179
2025-12-05 16:57:13,893 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [2/1000] Train_MSE: 0.418579 Val_MSE: 0.422637 | Loss: 0.050373
2025-12-05 16:57:13,895 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 2 with val_mse 0.422637
2025-12-05 16:57:13,978 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [3/1000] Train_MSE: 0.274272 Val_MSE: 0.275505 | Loss: 0.020571
2025-12-05 16:57:13,981 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 3 with val_mse 0.275505
2025-12-05 16:57:14,063 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [4/1000] Train_MSE: 0.148393 Val_MSE: 0.146970 | Loss: 0.013197
2025-12-05 16:57:14,066 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 4 with val_mse 0.146970
2025-12-05 16:57:14,149 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [5/1000] Train_MSE: 0.048208 Val_MSE: 0.046153 | Loss: 0.010671
2025-12-05 16:57:14,151 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 5 with val_mse 0.046153
2025-12-05 16:57:14,236 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [6/1000] Train_MSE: 0.014264 Val_MSE: 0.012586 | Loss: 0.010963
2025-12-05 16:57:14,238 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 6 with val_mse 0.012586
2025-12-05 16:57:14,321 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [7/1000] Train_MSE: 0.005668 Val_MSE: 0.003504 | Loss: 0.010044
2025-12-05 16:57:14,324 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 7 with val_mse 0.003504
2025-12-05 16:57:14,407 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [8/1000] Train_MSE: 0.010682 Val_MSE: 0.008677 | Loss: 0.009171
2025-12-05 16:57:14,489 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [9/1000] Train_MSE: 0.006063 Val_MSE: 0.004459 | Loss: 0.009453
2025-12-05 16:57:14,572 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [10/1000] Train_MSE: 0.005999 Val_MSE: 0.003966 | Loss: 0.008505
2025-12-05 16:57:14,654 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [11/1000] Train_MSE: 0.006954 Val_MSE: 0.005017 | Loss: 0.009113
2025-12-05 16:57:14,738 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [12/1000] Train_MSE: 0.004642 Val_MSE: 0.002583 | Loss: 0.008595
2025-12-05 16:57:14,740 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 12 with val_mse 0.002583
2025-12-05 16:57:14,825 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [13/1000] Train_MSE: 0.004546 Val_MSE: 0.002661 | Loss: 0.012356
2025-12-05 16:57:14,909 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [14/1000] Train_MSE: 0.004584 Val_MSE: 0.003129 | Loss: 0.009754
2025-12-05 16:57:14,991 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [15/1000] Train_MSE: 0.004513 Val_MSE: 0.002554 | Loss: 0.007983
2025-12-05 16:57:14,993 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:236] - INFO: Best model saved at epoch 15 with val_mse 0.002554
2025-12-05 16:57:15,077 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [16/1000] Train_MSE: 0.005376 Val_MSE: 0.003570 | Loss: 0.009917
2025-12-05 16:57:15,159 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [17/1000] Train_MSE: 0.004672 Val_MSE: 0.003338 | Loss: 0.009867
2025-12-05 16:57:15,242 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [18/1000] Train_MSE: 0.008372 Val_MSE: 0.006474 | Loss: 0.009180
2025-12-05 16:57:15,325 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [19/1000] Train_MSE: 0.004793 Val_MSE: 0.003877 | Loss: 0.008512
2025-12-05 16:57:15,409 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [20/1000] Train_MSE: 0.004506 Val_MSE: 0.003141 | Loss: 0.008528
2025-12-05 16:57:15,492 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [21/1000] Train_MSE: 0.007080 Val_MSE: 0.006316 | Loss: 0.007192
2025-12-05 16:57:15,578 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [22/1000] Train_MSE: 0.019189 Val_MSE: 0.016787 | Loss: 0.007218
2025-12-05 16:57:15,664 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [23/1000] Train_MSE: 0.008388 Val_MSE: 0.007722 | Loss: 0.008707
2025-12-05 16:57:15,746 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [24/1000] Train_MSE: 0.006266 Val_MSE: 0.004484 | Loss: 0.008644
2025-12-05 16:57:15,835 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [25/1000] Train_MSE: 0.006380 Val_MSE: 0.004851 | Loss: 0.008173
2025-12-05 16:57:15,923 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [26/1000] Train_MSE: 0.006020 Val_MSE: 0.005264 | Loss: 0.008433
2025-12-05 16:57:16,010 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [27/1000] Train_MSE: 0.017128 Val_MSE: 0.015717 | Loss: 0.009723
2025-12-05 16:57:16,104 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [28/1000] Train_MSE: 0.004791 Val_MSE: 0.003450 | Loss: 0.009299
2025-12-05 16:57:16,187 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [29/1000] Train_MSE: 0.003841 Val_MSE: 0.002557 | Loss: 0.007144
2025-12-05 16:57:16,270 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [30/1000] Train_MSE: 0.005639 Val_MSE: 0.005103 | Loss: 0.006870
2025-12-05 16:57:16,352 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [31/1000] Train_MSE: 0.005280 Val_MSE: 0.004445 | Loss: 0.007666
2025-12-05 16:57:16,436 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [32/1000] Train_MSE: 0.004266 Val_MSE: 0.003272 | Loss: 0.006664
2025-12-05 16:57:16,519 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [33/1000] Train_MSE: 0.004759 Val_MSE: 0.003378 | Loss: 0.006957
2025-12-05 16:57:16,603 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [34/1000] Train_MSE: 0.005399 Val_MSE: 0.004792 | Loss: 0.006140
2025-12-05 16:57:16,689 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [35/1000] Train_MSE: 0.007315 Val_MSE: 0.006509 | Loss: 0.006362
2025-12-05 16:57:16,774 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [36/1000] Train_MSE: 0.003609 Val_MSE: 0.002626 | Loss: 0.006520
2025-12-05 16:57:16,856 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [37/1000] Train_MSE: 0.005681 Val_MSE: 0.004937 | Loss: 0.006528
2025-12-05 16:57:16,940 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [38/1000] Train_MSE: 0.003655 Val_MSE: 0.002839 | Loss: 0.007440
2025-12-05 16:57:17,023 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [39/1000] Train_MSE: 0.009711 Val_MSE: 0.008612 | Loss: 0.006597
2025-12-05 16:57:17,106 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [40/1000] Train_MSE: 0.003907 Val_MSE: 0.003511 | Loss: 0.005988
2025-12-05 16:57:17,189 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [41/1000] Train_MSE: 0.011121 Val_MSE: 0.010428 | Loss: 0.008432
2025-12-05 16:57:17,273 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [42/1000] Train_MSE: 0.003492 Val_MSE: 0.002780 | Loss: 0.007856
2025-12-05 16:57:17,357 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [43/1000] Train_MSE: 0.003365 Val_MSE: 0.003015 | Loss: 0.007807
2025-12-05 16:57:17,440 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [44/1000] Train_MSE: 0.009078 Val_MSE: 0.007757 | Loss: 0.007462
2025-12-05 16:57:17,523 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [45/1000] Train_MSE: 0.007526 Val_MSE: 0.006912 | Loss: 0.006948
2025-12-05 16:57:17,604 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [46/1000] Train_MSE: 0.003333 Val_MSE: 0.002811 | Loss: 0.007869
2025-12-05 16:57:17,687 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [47/1000] Train_MSE: 0.009025 Val_MSE: 0.008839 | Loss: 0.006493
2025-12-05 16:57:17,769 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [48/1000] Train_MSE: 0.003567 Val_MSE: 0.003615 | Loss: 0.006924
2025-12-05 16:57:17,854 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [49/1000] Train_MSE: 0.006419 Val_MSE: 0.005510 | Loss: 0.006538
2025-12-05 16:57:17,938 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [50/1000] Train_MSE: 0.012433 Val_MSE: 0.012191 | Loss: 0.007214
2025-12-05 16:57:18,031 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [51/1000] Train_MSE: 0.003247 Val_MSE: 0.002802 | Loss: 0.006500
2025-12-05 16:57:18,123 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [52/1000] Train_MSE: 0.004269 Val_MSE: 0.003935 | Loss: 0.005944
2025-12-05 16:57:18,213 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [53/1000] Train_MSE: 0.003624 Val_MSE: 0.003002 | Loss: 0.007173
2025-12-05 16:57:18,300 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [54/1000] Train_MSE: 0.011145 Val_MSE: 0.010834 | Loss: 0.006425
2025-12-05 16:57:18,386 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [55/1000] Train_MSE: 0.003599 Val_MSE: 0.002773 | Loss: 0.007119
2025-12-05 16:57:18,481 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [56/1000] Train_MSE: 0.003675 Val_MSE: 0.002996 | Loss: 0.006502
2025-12-05 16:57:18,578 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [57/1000] Train_MSE: 0.003378 Val_MSE: 0.002993 | Loss: 0.007359
2025-12-05 16:57:18,665 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [58/1000] Train_MSE: 0.003286 Val_MSE: 0.002555 | Loss: 0.007317
2025-12-05 16:57:18,751 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [59/1000] Train_MSE: 0.004580 Val_MSE: 0.004394 | Loss: 0.006000
2025-12-05 16:57:18,837 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [60/1000] Train_MSE: 0.003713 Val_MSE: 0.003137 | Loss: 0.005883
2025-12-05 16:57:18,922 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [61/1000] Train_MSE: 0.011301 Val_MSE: 0.010862 | Loss: 0.006209
2025-12-05 16:57:19,007 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [62/1000] Train_MSE: 0.003023 Val_MSE: 0.002681 | Loss: 0.005075
2025-12-05 16:57:19,098 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [63/1000] Train_MSE: 0.002992 Val_MSE: 0.002740 | Loss: 0.005733
2025-12-05 16:57:19,192 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [64/1000] Train_MSE: 0.003612 Val_MSE: 0.003374 | Loss: 0.004843
2025-12-05 16:57:19,286 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [65/1000] Train_MSE: 0.004015 Val_MSE: 0.003790 | Loss: 0.004958
2025-12-05 16:57:19,379 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [66/1000] Train_MSE: 0.003430 Val_MSE: 0.003157 | Loss: 0.005612
2025-12-05 16:57:19,461 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [67/1000] Train_MSE: 0.003853 Val_MSE: 0.003732 | Loss: 0.004956
2025-12-05 16:57:19,545 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [68/1000] Train_MSE: 0.003570 Val_MSE: 0.003613 | Loss: 0.005765
2025-12-05 16:57:19,640 - /home/kantorkristof/git/neurips-polymer/II_Experiment-Molecule/GNN/GCN.py[line:226] - INFO: Epoch [69/1000] Train_MSE: 0.003207 Val_MSE: 0.002562 | Loss: 0.005525
